ID,parents,has_nurs,form,children,housing,finance,social,health,app_status
7609,great_pret,very_crit,incomplete,more,critical,convenient,problematic,priority,0
7610,usual,improper,incomplete,more,less_conv,convenient,nonprob,recommended,1
7611,pretentious,less_proper,completed,3,critical,convenient,slightly_prob,recommended,1
7612,pretentious,less_proper,incomplete,2,less_conv,convenient,problematic,recommended,1
7613,usual,very_crit,foster,2,critical,inconv,slightly_prob,recommended,0
7614,pretentious,improper,completed,3,convenient,inconv,problematic,not_recom,0
7615,pretentious,very_crit,complete,more,less_conv,inconv,nonprob,recommended,0
7616,usual,improper,complete,more,convenient,inconv,slightly_prob,priority,1
7617,great_pret,proper,complete,3,critical,inconv,nonprob,recommended,1
7618,great_pret,very_crit,incomplete,2,less_conv,convenient,problematic,priority,0
7619,pretentious,less_proper,incomplete,1,critical,inconv,nonprob,not_recom,0
7620,usual,less_proper,foster,3,convenient,convenient,slightly_prob,priority,1
7621,great_pret,very_crit,foster,more,critical,inconv,slightly_prob,not_recom,0
7622,usual,less_proper,foster,2,less_conv,convenient,slightly_prob,priority,1
7623,pretentious,critical,complete,1,convenient,convenient,slightly_prob,not_recom,0
7624,pretentious,critical,incomplete,1,critical,convenient,slightly_prob,recommended,0
7625,usual,proper,foster,2,critical,inconv,slightly_prob,priority,1
7626,usual,proper,incomplete,1,convenient,inconv,slightly_prob,priority,1
7627,great_pret,proper,incomplete,more,convenient,convenient,slightly_prob,not_recom,0
7628,pretentious,critical,incomplete,2,convenient,inconv,problematic,not_recom,0
7629,great_pret,very_crit,complete,3,less_conv,convenient,slightly_prob,recommended,0
7630,pretentious,very_crit,complete,more,convenient,convenient,nonprob,recommended,1
7631,great_pret,less_proper,incomplete,3,less_conv,convenient,problematic,recommended,0
7632,usual,improper,completed,more,convenient,convenient,nonprob,priority,1
7633,usual,improper,complete,more,critical,convenient,slightly_prob,recommended,1
7634,pretentious,proper,completed,3,less_conv,inconv,nonprob,priority,1
7635,great_pret,very_crit,completed,3,less_conv,convenient,nonprob,not_recom,0
7636,pretentious,less_proper,completed,2,critical,inconv,slightly_prob,recommended,1
7637,great_pret,proper,foster,more,critical,inconv,slightly_prob,priority,0
7638,pretentious,less_proper,incomplete,2,convenient,convenient,slightly_prob,priority,1
7639,usual,improper,foster,1,convenient,convenient,problematic,not_recom,0
7640,pretentious,proper,completed,more,less_conv,convenient,slightly_prob,not_recom,0
7641,great_pret,critical,incomplete,more,critical,inconv,nonprob,priority,0
7642,great_pret,improper,complete,more,critical,inconv,problematic,not_recom,0
7643,usual,improper,incomplete,2,convenient,convenient,nonprob,recommended,1
7644,pretentious,improper,incomplete,1,less_conv,inconv,nonprob,not_recom,0
7645,usual,improper,completed,3,less_conv,convenient,problematic,priority,1
7646,great_pret,critical,incomplete,3,less_conv,convenient,problematic,priority,0
7647,usual,critical,foster,more,critical,convenient,problematic,recommended,0
7648,pretentious,less_proper,completed,more,convenient,convenient,problematic,recommended,1
7649,great_pret,improper,complete,1,less_conv,convenient,nonprob,not_recom,0
7650,usual,improper,complete,3,convenient,convenient,slightly_prob,recommended,1
7651,great_pret,very_crit,incomplete,1,less_conv,convenient,slightly_prob,recommended,1
7652,usual,improper,complete,2,critical,inconv,problematic,recommended,1
7653,pretentious,improper,incomplete,3,less_conv,convenient,problematic,priority,0
7654,great_pret,critical,foster,1,convenient,inconv,problematic,recommended,0
7655,usual,less_proper,complete,1,less_conv,inconv,nonprob,not_recom,0
7656,usual,very_crit,incomplete,3,critical,convenient,nonprob,not_recom,0
7657,usual,very_crit,incomplete,3,critical,inconv,nonprob,recommended,0
7658,pretentious,less_proper,complete,3,less_conv,convenient,nonprob,recommended,1
7659,usual,very_crit,incomplete,more,less_conv,convenient,problematic,priority,0
7660,pretentious,proper,foster,more,less_conv,inconv,nonprob,not_recom,0
7661,usual,less_proper,completed,more,convenient,inconv,problematic,not_recom,0
7662,usual,very_crit,foster,2,less_conv,convenient,slightly_prob,priority,0
7663,usual,proper,complete,2,less_conv,convenient,problematic,priority,1
7664,usual,improper,complete,3,less_conv,inconv,problematic,recommended,1
7665,great_pret,very_crit,incomplete,1,less_conv,convenient,nonprob,not_recom,0
7666,pretentious,improper,incomplete,more,critical,convenient,slightly_prob,recommended,1
7667,great_pret,proper,incomplete,1,critical,inconv,slightly_prob,recommended,1
7668,great_pret,improper,incomplete,1,less_conv,inconv,problematic,not_recom,0
7669,pretentious,less_proper,foster,3,less_conv,inconv,problematic,recommended,1
7670,great_pret,critical,foster,1,critical,inconv,slightly_prob,recommended,0
7671,pretentious,proper,completed,more,critical,convenient,slightly_prob,priority,1
7672,pretentious,improper,incomplete,3,less_conv,inconv,slightly_prob,priority,0
7673,pretentious,improper,completed,more,convenient,convenient,slightly_prob,priority,1
7674,great_pret,improper,incomplete,2,less_conv,convenient,nonprob,not_recom,0
7675,pretentious,proper,complete,more,convenient,convenient,problematic,recommended,1
7676,pretentious,very_crit,foster,more,convenient,convenient,problematic,priority,0
7677,great_pret,very_crit,foster,1,convenient,convenient,problematic,recommended,0
7678,usual,proper,incomplete,3,critical,convenient,nonprob,recommended,1
7679,usual,critical,completed,1,convenient,inconv,nonprob,priority,1
7680,great_pret,improper,foster,2,critical,convenient,nonprob,not_recom,0
7681,great_pret,critical,foster,more,critical,convenient,nonprob,not_recom,0
7682,great_pret,improper,completed,1,convenient,convenient,slightly_prob,recommended,1
7683,usual,improper,complete,1,critical,convenient,slightly_prob,not_recom,0
7684,pretentious,proper,complete,1,less_conv,inconv,slightly_prob,not_recom,0
7685,great_pret,critical,foster,3,convenient,convenient,slightly_prob,not_recom,0
7686,usual,critical,complete,3,convenient,inconv,problematic,not_recom,0
7687,usual,proper,foster,more,less_conv,inconv,nonprob,not_recom,0
7688,pretentious,less_proper,foster,more,convenient,convenient,slightly_prob,not_recom,0
7689,pretentious,proper,foster,2,less_conv,inconv,slightly_prob,not_recom,0
7690,great_pret,improper,complete,3,less_conv,inconv,slightly_prob,recommended,0
7691,great_pret,proper,completed,more,less_conv,convenient,slightly_prob,recommended,1
7692,pretentious,very_crit,foster,1,critical,convenient,slightly_prob,recommended,0
7693,great_pret,critical,foster,more,convenient,convenient,nonprob,recommended,1
7694,usual,proper,foster,2,convenient,convenient,slightly_prob,recommended,1
7695,pretentious,critical,incomplete,1,convenient,inconv,nonprob,recommended,1
7696,usual,improper,complete,1,critical,convenient,slightly_prob,priority,1
7697,usual,proper,incomplete,3,critical,convenient,problematic,priority,1
7698,great_pret,less_proper,incomplete,1,convenient,convenient,problematic,not_recom,0
7699,usual,very_crit,foster,1,convenient,convenient,nonprob,priority,0
7700,great_pret,critical,completed,2,less_conv,convenient,slightly_prob,recommended,1
7701,usual,very_crit,incomplete,2,less_conv,convenient,slightly_prob,recommended,0
7702,usual,critical,foster,more,less_conv,convenient,problematic,recommended,0
7703,usual,proper,foster,1,less_conv,convenient,slightly_prob,priority,1
7704,pretentious,less_proper,completed,more,less_conv,inconv,slightly_prob,priority,1
7705,great_pret,improper,completed,2,less_conv,convenient,nonprob,not_recom,0
7706,usual,critical,complete,3,convenient,convenient,nonprob,not_recom,0
7707,pretentious,very_crit,complete,2,convenient,inconv,slightly_prob,recommended,1
7708,usual,less_proper,completed,more,convenient,convenient,problematic,not_recom,0
7709,usual,critical,completed,2,less_conv,convenient,slightly_prob,not_recom,0
7710,pretentious,critical,incomplete,1,less_conv,convenient,nonprob,not_recom,0
7711,great_pret,very_crit,incomplete,3,less_conv,convenient,nonprob,priority,0
7712,usual,very_crit,completed,1,less_conv,convenient,nonprob,recommended,1
7713,usual,very_crit,foster,2,critical,convenient,slightly_prob,priority,0
7714,pretentious,critical,completed,1,less_conv,inconv,problematic,priority,0
7715,usual,proper,completed,1,less_conv,convenient,slightly_prob,not_recom,0
7716,great_pret,proper,foster,more,less_conv,inconv,nonprob,recommended,1
7717,pretentious,improper,completed,2,critical,convenient,problematic,recommended,0
7718,pretentious,critical,foster,3,less_conv,inconv,slightly_prob,priority,0
7719,pretentious,proper,completed,2,less_conv,inconv,problematic,not_recom,0
7720,great_pret,critical,complete,2,convenient,inconv,problematic,priority,0
7721,great_pret,very_crit,incomplete,more,critical,inconv,slightly_prob,priority,0
7722,great_pret,proper,complete,3,critical,inconv,slightly_prob,not_recom,0
7723,pretentious,very_crit,completed,more,convenient,convenient,problematic,priority,0
7724,great_pret,proper,complete,2,critical,convenient,nonprob,not_recom,0
7725,pretentious,very_crit,foster,more,less_conv,convenient,slightly_prob,not_recom,0
7726,usual,very_crit,completed,3,critical,inconv,problematic,priority,0
7727,usual,less_proper,completed,3,convenient,convenient,nonprob,not_recom,0
7728,great_pret,improper,complete,2,less_conv,inconv,slightly_prob,recommended,1
7729,usual,less_proper,complete,1,critical,convenient,nonprob,not_recom,0
7730,great_pret,critical,completed,3,less_conv,inconv,slightly_prob,recommended,0
7731,usual,proper,completed,1,critical,convenient,slightly_prob,recommended,1
7732,pretentious,improper,foster,3,convenient,inconv,nonprob,priority,0
7733,usual,improper,foster,3,convenient,inconv,problematic,priority,1
7734,great_pret,critical,incomplete,1,critical,inconv,problematic,recommended,0
7735,pretentious,very_crit,incomplete,1,less_conv,inconv,problematic,recommended,0
7736,usual,proper,completed,1,less_conv,convenient,problematic,recommended,1
7737,pretentious,very_crit,complete,more,less_conv,inconv,slightly_prob,priority,0
7738,great_pret,less_proper,foster,3,less_conv,inconv,problematic,not_recom,0
7739,usual,less_proper,completed,1,critical,convenient,slightly_prob,not_recom,0
7740,usual,less_proper,completed,2,critical,inconv,nonprob,priority,1
7741,pretentious,proper,completed,3,critical,convenient,slightly_prob,priority,1
7742,usual,proper,incomplete,more,convenient,inconv,slightly_prob,priority,1
7743,great_pret,improper,completed,2,less_conv,inconv,nonprob,recommended,1
7744,great_pret,very_crit,incomplete,more,convenient,inconv,slightly_prob,not_recom,0
7745,usual,improper,complete,more,less_conv,inconv,problematic,recommended,1
7746,pretentious,critical,completed,1,less_conv,convenient,slightly_prob,not_recom,0
7747,pretentious,proper,incomplete,1,critical,convenient,nonprob,priority,1
7748,pretentious,proper,incomplete,1,convenient,inconv,nonprob,priority,1
7749,pretentious,critical,complete,2,critical,convenient,slightly_prob,recommended,0
7750,pretentious,less_proper,foster,more,critical,convenient,nonprob,recommended,1
7751,pretentious,proper,completed,2,convenient,convenient,nonprob,priority,1
7752,pretentious,very_crit,complete,more,less_conv,inconv,slightly_prob,not_recom,0
7753,usual,proper,incomplete,3,convenient,inconv,slightly_prob,priority,1
7754,usual,very_crit,complete,1,less_conv,inconv,nonprob,recommended,1
7755,great_pret,improper,incomplete,1,less_conv,convenient,nonprob,recommended,1
7756,pretentious,critical,complete,3,critical,convenient,slightly_prob,recommended,0
7757,usual,less_proper,foster,2,critical,convenient,nonprob,priority,1
7758,usual,critical,complete,3,convenient,convenient,problematic,not_recom,0
7759,usual,improper,completed,2,critical,inconv,nonprob,priority,1
7760,usual,improper,complete,more,convenient,inconv,nonprob,priority,1
7761,usual,very_crit,complete,1,less_conv,inconv,problematic,priority,0
7762,pretentious,improper,completed,1,convenient,convenient,slightly_prob,priority,1
7763,great_pret,improper,incomplete,2,convenient,inconv,nonprob,priority,0
7764,usual,less_proper,complete,3,convenient,convenient,nonprob,recommended,1
7765,pretentious,proper,incomplete,2,critical,inconv,slightly_prob,not_recom,0
7766,usual,very_crit,incomplete,3,less_conv,inconv,nonprob,not_recom,0
7767,usual,critical,foster,1,critical,inconv,problematic,not_recom,0
7768,usual,proper,incomplete,1,less_conv,convenient,problematic,not_recom,0
7769,great_pret,very_crit,complete,2,critical,convenient,nonprob,priority,0
7770,pretentious,proper,completed,2,convenient,inconv,slightly_prob,priority,1
7771,pretentious,critical,complete,3,less_conv,convenient,problematic,recommended,0
7772,usual,critical,incomplete,1,convenient,inconv,nonprob,not_recom,0
7773,pretentious,proper,complete,2,critical,convenient,slightly_prob,priority,1
7774,usual,critical,complete,1,convenient,convenient,slightly_prob,not_recom,0
7775,great_pret,critical,incomplete,3,convenient,inconv,nonprob,not_recom,0
7776,usual,critical,foster,3,critical,inconv,problematic,priority,0
7777,pretentious,critical,complete,1,less_conv,inconv,slightly_prob,priority,0
7778,usual,very_crit,foster,3,critical,inconv,nonprob,priority,0
7779,pretentious,very_crit,complete,more,less_conv,convenient,slightly_prob,not_recom,0
7780,usual,improper,foster,more,critical,convenient,slightly_prob,recommended,1
7781,pretentious,critical,completed,2,convenient,convenient,problematic,not_recom,0
7782,pretentious,improper,foster,1,less_conv,inconv,problematic,recommended,0
7783,great_pret,critical,incomplete,more,critical,inconv,slightly_prob,not_recom,0
7784,pretentious,proper,foster,more,convenient,inconv,problematic,recommended,1
7785,great_pret,proper,completed,1,convenient,convenient,problematic,not_recom,0
7786,pretentious,less_proper,complete,2,critical,inconv,nonprob,not_recom,0
7787,pretentious,critical,incomplete,more,less_conv,convenient,problematic,not_recom,0
7788,great_pret,improper,completed,2,less_conv,inconv,nonprob,priority,0
7789,usual,very_crit,complete,1,critical,convenient,problematic,recommended,0
7790,usual,very_crit,foster,more,critical,inconv,slightly_prob,not_recom,0
7791,pretentious,very_crit,completed,2,convenient,convenient,nonprob,not_recom,0
7792,great_pret,critical,completed,2,critical,inconv,nonprob,not_recom,0
7793,great_pret,proper,completed,2,critical,convenient,slightly_prob,priority,0
7794,great_pret,critical,incomplete,1,convenient,convenient,nonprob,not_recom,0
7795,pretentious,less_proper,foster,3,critical,convenient,problematic,priority,1
7796,great_pret,improper,incomplete,2,convenient,convenient,slightly_prob,recommended,1
7797,usual,critical,incomplete,2,convenient,inconv,nonprob,priority,0
7798,great_pret,less_proper,complete,2,convenient,inconv,nonprob,recommended,1
7799,usual,critical,complete,2,convenient,inconv,slightly_prob,priority,1
7800,usual,proper,incomplete,2,convenient,inconv,problematic,not_recom,0
7801,pretentious,less_proper,foster,3,convenient,inconv,slightly_prob,recommended,1
7802,pretentious,less_proper,complete,1,less_conv,inconv,nonprob,not_recom,0
7803,great_pret,less_proper,foster,1,convenient,convenient,slightly_prob,recommended,1
7804,great_pret,critical,completed,1,convenient,convenient,slightly_prob,recommended,1
7805,pretentious,improper,foster,more,convenient,convenient,nonprob,priority,1
7806,pretentious,critical,incomplete,1,critical,inconv,slightly_prob,recommended,0
7807,usual,very_crit,completed,1,critical,inconv,problematic,priority,0
7808,pretentious,very_crit,foster,more,critical,inconv,slightly_prob,priority,0
7809,pretentious,very_crit,incomplete,2,convenient,inconv,nonprob,not_recom,0
7810,great_pret,proper,foster,more,convenient,inconv,nonprob,not_recom,0
7811,pretentious,proper,incomplete,more,critical,convenient,slightly_prob,recommended,1
7812,pretentious,proper,incomplete,more,critical,convenient,problematic,priority,1
7813,usual,proper,incomplete,more,convenient,inconv,problematic,not_recom,0
7814,usual,critical,foster,2,less_conv,inconv,slightly_prob,recommended,1
7815,usual,less_proper,incomplete,more,critical,inconv,slightly_prob,not_recom,0
7816,usual,very_crit,incomplete,2,convenient,convenient,slightly_prob,not_recom,0
7817,great_pret,very_crit,complete,3,convenient,convenient,slightly_prob,not_recom,0
7818,usual,less_proper,foster,more,less_conv,inconv,nonprob,priority,1
7819,pretentious,critical,completed,2,critical,convenient,nonprob,not_recom,0
7820,great_pret,very_crit,foster,2,critical,inconv,problematic,not_recom,0
7821,usual,critical,completed,3,less_conv,inconv,slightly_prob,not_recom,0
7822,pretentious,improper,complete,1,critical,inconv,nonprob,not_recom,0
7823,pretentious,improper,completed,3,less_conv,convenient,problematic,not_recom,0
7824,great_pret,less_proper,foster,3,critical,inconv,problematic,not_recom,0
7825,usual,very_crit,complete,more,convenient,convenient,problematic,not_recom,0
7826,great_pret,improper,foster,more,convenient,convenient,slightly_prob,recommended,1
7827,great_pret,very_crit,incomplete,2,convenient,inconv,nonprob,priority,0
7828,usual,less_proper,incomplete,3,convenient,convenient,problematic,recommended,1
7829,pretentious,proper,complete,2,critical,convenient,problematic,recommended,1
7830,great_pret,improper,foster,more,convenient,convenient,problematic,not_recom,0
7831,usual,critical,incomplete,2,convenient,inconv,slightly_prob,recommended,1
7832,pretentious,improper,completed,3,convenient,convenient,problematic,priority,1
7833,usual,very_crit,completed,1,convenient,convenient,slightly_prob,priority,0
7834,great_pret,proper,completed,more,less_conv,convenient,nonprob,not_recom,0
7835,great_pret,critical,completed,3,critical,inconv,nonprob,not_recom,0
7836,pretentious,proper,foster,1,less_conv,convenient,slightly_prob,not_recom,0
7837,pretentious,very_crit,incomplete,2,critical,inconv,slightly_prob,recommended,0
7838,usual,very_crit,complete,1,convenient,inconv,slightly_prob,recommended,1
7839,pretentious,less_proper,complete,more,less_conv,inconv,problematic,priority,1
7840,pretentious,critical,foster,1,critical,inconv,nonprob,priority,0
7841,usual,proper,foster,1,less_conv,inconv,problematic,not_recom,0
7842,great_pret,improper,completed,more,less_conv,inconv,slightly_prob,priority,0
7843,pretentious,less_proper,foster,3,critical,convenient,problematic,recommended,1
7844,great_pret,critical,complete,more,convenient,convenient,problematic,recommended,0
7845,pretentious,less_proper,completed,more,less_conv,inconv,problematic,recommended,1
7846,pretentious,improper,foster,3,critical,convenient,nonprob,recommended,1
7847,great_pret,very_crit,completed,2,less_conv,convenient,nonprob,not_recom,0
7848,great_pret,very_crit,completed,more,critical,convenient,nonprob,recommended,0
7849,great_pret,less_proper,complete,more,less_conv,convenient,slightly_prob,priority,0
7850,great_pret,critical,incomplete,3,less_conv,convenient,nonprob,recommended,0
7851,pretentious,very_crit,incomplete,2,convenient,inconv,nonprob,priority,0
7852,great_pret,very_crit,complete,more,critical,convenient,problematic,priority,0
7853,pretentious,critical,complete,1,critical,convenient,nonprob,priority,0
7854,great_pret,critical,foster,more,less_conv,convenient,problematic,not_recom,0
7855,great_pret,improper,complete,1,critical,convenient,slightly_prob,recommended,1
7856,usual,critical,completed,more,less_conv,convenient,problematic,recommended,0
7857,great_pret,less_proper,incomplete,more,critical,convenient,nonprob,recommended,1
7858,great_pret,proper,completed,3,critical,convenient,nonprob,recommended,1
7859,pretentious,very_crit,completed,3,less_conv,inconv,slightly_prob,priority,0
7860,usual,improper,completed,2,critical,convenient,nonprob,recommended,1
7861,usual,less_proper,foster,more,convenient,inconv,nonprob,not_recom,0
7862,usual,very_crit,incomplete,more,convenient,convenient,nonprob,priority,0
7863,great_pret,very_crit,incomplete,more,critical,inconv,nonprob,not_recom,0
7864,usual,less_proper,foster,more,critical,convenient,slightly_prob,recommended,1
7865,usual,improper,complete,more,less_conv,inconv,slightly_prob,recommended,1
7866,usual,improper,completed,more,convenient,inconv,slightly_prob,priority,1
7867,great_pret,very_crit,completed,3,critical,inconv,problematic,not_recom,0
7868,usual,less_proper,foster,more,critical,inconv,nonprob,recommended,1
7869,usual,proper,incomplete,1,convenient,convenient,nonprob,not_recom,0
7870,usual,improper,complete,more,convenient,convenient,nonprob,recommended,1
7871,usual,very_crit,incomplete,1,convenient,convenient,problematic,recommended,0
7872,great_pret,very_crit,complete,2,less_conv,inconv,nonprob,recommended,1
7873,usual,proper,foster,2,critical,inconv,nonprob,recommended,1
7874,usual,very_crit,incomplete,3,critical,inconv,nonprob,priority,0
7875,great_pret,critical,incomplete,1,convenient,inconv,problematic,not_recom,0
7876,pretentious,proper,complete,2,convenient,convenient,slightly_prob,priority,1
7877,pretentious,very_crit,incomplete,2,critical,inconv,slightly_prob,priority,0
7878,usual,less_proper,complete,1,less_conv,convenient,nonprob,not_recom,0
7879,usual,proper,foster,1,convenient,convenient,nonprob,not_recom,0
7880,great_pret,less_proper,completed,more,critical,inconv,slightly_prob,not_recom,0
7881,great_pret,very_crit,foster,2,convenient,inconv,problematic,priority,0
7882,pretentious,very_crit,incomplete,3,less_conv,convenient,slightly_prob,not_recom,0
7883,usual,very_crit,complete,3,less_conv,convenient,slightly_prob,not_recom,0
7884,usual,improper,foster,more,less_conv,convenient,slightly_prob,not_recom,0
7885,usual,improper,completed,2,less_conv,convenient,nonprob,recommended,1
7886,pretentious,very_crit,complete,2,critical,inconv,slightly_prob,recommended,0
7887,pretentious,less_proper,incomplete,1,critical,convenient,slightly_prob,priority,1
7888,pretentious,critical,incomplete,1,less_conv,convenient,nonprob,recommended,1
7889,great_pret,less_proper,foster,more,less_conv,convenient,slightly_prob,not_recom,0
7890,pretentious,very_crit,incomplete,more,convenient,inconv,nonprob,priority,0
7891,pretentious,less_proper,completed,3,convenient,inconv,slightly_prob,not_recom,0
7892,usual,improper,incomplete,more,convenient,inconv,problematic,priority,1
7893,pretentious,less_proper,foster,3,critical,inconv,problematic,not_recom,0
7894,great_pret,critical,complete,more,less_conv,convenient,nonprob,not_recom,0
7895,usual,less_proper,complete,2,convenient,inconv,nonprob,not_recom,0
7896,usual,less_proper,incomplete,2,critical,inconv,nonprob,priority,1
7897,great_pret,very_crit,completed,3,less_conv,inconv,problematic,priority,0
7898,pretentious,improper,complete,2,convenient,convenient,problematic,priority,1
7899,pretentious,very_crit,complete,3,less_conv,inconv,problematic,priority,0
7900,pretentious,less_proper,incomplete,3,convenient,inconv,nonprob,not_recom,0
7901,usual,proper,incomplete,more,critical,convenient,problematic,priority,1
7902,pretentious,very_crit,foster,2,critical,inconv,problematic,priority,0
7903,pretentious,improper,completed,2,less_conv,inconv,nonprob,recommended,1
7904,pretentious,critical,complete,2,convenient,inconv,nonprob,priority,0
7905,great_pret,very_crit,incomplete,more,convenient,inconv,nonprob,not_recom,0
7906,usual,improper,foster,2,less_conv,convenient,nonprob,priority,1
7907,pretentious,proper,complete,1,critical,inconv,nonprob,recommended,1
7908,great_pret,critical,foster,more,critical,inconv,problematic,not_recom,0
7909,great_pret,very_crit,incomplete,2,convenient,inconv,nonprob,recommended,0
7910,great_pret,very_crit,foster,more,critical,convenient,problematic,not_recom,0
7911,usual,critical,completed,2,convenient,inconv,problematic,not_recom,0
7912,great_pret,very_crit,completed,more,critical,convenient,slightly_prob,not_recom,0
7913,great_pret,less_proper,completed,3,less_conv,convenient,nonprob,recommended,1
7914,pretentious,very_crit,completed,more,less_conv,convenient,problematic,not_recom,0
7915,pretentious,less_proper,incomplete,3,critical,inconv,slightly_prob,not_recom,0
7916,great_pret,critical,foster,3,less_conv,convenient,slightly_prob,not_recom,0
7917,great_pret,less_proper,incomplete,more,convenient,inconv,nonprob,not_recom,0
7918,pretentious,improper,completed,3,convenient,convenient,problematic,recommended,1
7919,usual,critical,complete,2,critical,inconv,nonprob,recommended,1
7920,pretentious,improper,complete,more,less_conv,convenient,problematic,recommended,0
7921,usual,improper,completed,more,critical,convenient,slightly_prob,priority,1
7922,pretentious,less_proper,completed,1,critical,convenient,slightly_prob,not_recom,0
7923,great_pret,proper,incomplete,1,convenient,inconv,slightly_prob,not_recom,0
7924,pretentious,very_crit,complete,3,critical,convenient,nonprob,priority,0
7925,usual,improper,complete,2,less_conv,convenient,slightly_prob,priority,1
7926,usual,very_crit,complete,3,critical,convenient,nonprob,priority,0
7927,pretentious,very_crit,foster,1,convenient,convenient,slightly_prob,priority,0
7928,pretentious,proper,incomplete,2,convenient,inconv,slightly_prob,not_recom,0
7929,great_pret,less_proper,foster,3,critical,convenient,nonprob,not_recom,0
7930,great_pret,very_crit,incomplete,2,less_conv,inconv,nonprob,priority,0
7931,pretentious,very_crit,complete,1,less_conv,convenient,nonprob,recommended,1
7932,great_pret,critical,foster,3,less_conv,convenient,slightly_prob,priority,0
7933,great_pret,improper,foster,2,less_conv,convenient,slightly_prob,priority,0
7934,great_pret,proper,foster,more,convenient,inconv,nonprob,recommended,1
7935,usual,improper,complete,2,critical,convenient,nonprob,recommended,1
7936,usual,improper,complete,3,less_conv,inconv,slightly_prob,recommended,1
7937,great_pret,proper,complete,1,less_conv,inconv,nonprob,recommended,1
7938,pretentious,proper,complete,more,critical,inconv,problematic,recommended,1
7939,great_pret,very_crit,complete,more,critical,inconv,problematic,recommended,0
7940,pretentious,less_proper,foster,2,convenient,convenient,nonprob,priority,1
7941,pretentious,critical,incomplete,1,critical,convenient,problematic,priority,0
7942,great_pret,improper,completed,2,convenient,convenient,problematic,recommended,0
7943,usual,improper,incomplete,1,critical,convenient,nonprob,not_recom,0
7944,great_pret,improper,complete,more,critical,convenient,nonprob,priority,0
7945,pretentious,critical,foster,more,convenient,inconv,slightly_prob,priority,0
7946,usual,critical,incomplete,3,convenient,inconv,nonprob,recommended,1
7947,pretentious,proper,complete,more,less_conv,convenient,problematic,priority,1
7948,pretentious,improper,foster,1,convenient,convenient,slightly_prob,not_recom,0
7949,usual,less_proper,complete,3,less_conv,inconv,problematic,recommended,1
7950,great_pret,very_crit,incomplete,1,critical,inconv,problematic,recommended,0
7951,usual,critical,incomplete,2,less_conv,inconv,slightly_prob,not_recom,0
7952,pretentious,critical,incomplete,more,critical,inconv,nonprob,priority,0
7953,usual,critical,completed,3,convenient,convenient,nonprob,recommended,1
7954,usual,proper,foster,3,convenient,convenient,slightly_prob,recommended,1
7955,great_pret,critical,complete,1,critical,inconv,nonprob,recommended,1
7956,pretentious,less_proper,completed,3,convenient,inconv,nonprob,not_recom,0
7957,pretentious,very_crit,incomplete,2,less_conv,convenient,nonprob,not_recom,0
7958,great_pret,critical,incomplete,2,less_conv,convenient,problematic,priority,0
7959,pretentious,less_proper,foster,more,convenient,inconv,slightly_prob,recommended,1
7960,usual,very_crit,complete,more,convenient,inconv,slightly_prob,priority,0
7961,great_pret,proper,foster,more,convenient,convenient,nonprob,priority,1
7962,usual,less_proper,completed,1,less_conv,inconv,slightly_prob,not_recom,0
7963,great_pret,less_proper,complete,2,less_conv,convenient,slightly_prob,priority,1
7964,usual,critical,foster,3,convenient,inconv,problematic,recommended,0
7965,usual,very_crit,complete,2,critical,inconv,nonprob,priority,0
7966,pretentious,very_crit,incomplete,2,critical,inconv,problematic,not_recom,0
7967,great_pret,proper,completed,2,less_conv,inconv,nonprob,not_recom,0
7968,great_pret,critical,complete,1,convenient,inconv,problematic,recommended,0
7969,usual,improper,completed,3,less_conv,inconv,slightly_prob,not_recom,0
7970,great_pret,critical,completed,2,critical,inconv,problematic,recommended,0
7971,usual,less_proper,completed,2,critical,convenient,slightly_prob,recommended,1
7972,pretentious,critical,complete,2,critical,convenient,problematic,not_recom,0
7973,great_pret,improper,complete,1,convenient,convenient,slightly_prob,not_recom,0
7974,pretentious,improper,incomplete,3,convenient,inconv,slightly_prob,not_recom,0
7975,great_pret,improper,completed,1,less_conv,inconv,problematic,priority,0
7976,great_pret,improper,complete,3,less_conv,convenient,nonprob,priority,0
7977,great_pret,less_proper,complete,1,less_conv,convenient,nonprob,not_recom,0
7978,usual,very_crit,completed,2,critical,inconv,slightly_prob,priority,0
7979,usual,improper,foster,more,critical,convenient,problematic,not_recom,0
7980,great_pret,very_crit,complete,more,critical,inconv,nonprob,recommended,0
7981,great_pret,proper,foster,1,convenient,convenient,problematic,not_recom,0
7982,great_pret,improper,complete,1,convenient,convenient,problematic,priority,1
7983,usual,improper,incomplete,1,less_conv,inconv,nonprob,priority,1
7984,pretentious,improper,incomplete,2,critical,convenient,slightly_prob,not_recom,0
7985,usual,improper,foster,2,less_conv,convenient,problematic,not_recom,0
7986,usual,improper,foster,3,less_conv,inconv,slightly_prob,priority,1
7987,pretentious,improper,incomplete,3,critical,inconv,problematic,recommended,0
7988,great_pret,very_crit,foster,3,critical,inconv,slightly_prob,priority,0
7989,usual,critical,completed,more,convenient,convenient,nonprob,priority,1
7990,usual,critical,complete,more,convenient,inconv,slightly_prob,not_recom,0
7991,great_pret,very_crit,complete,1,less_conv,convenient,nonprob,recommended,1
7992,great_pret,less_proper,incomplete,3,critical,inconv,slightly_prob,recommended,1
7993,pretentious,proper,incomplete,more,critical,convenient,nonprob,priority,1
7994,usual,less_proper,foster,more,convenient,inconv,nonprob,priority,1
